,last_scraped,name,description,neighborhood_overview,picture_url,host_name,host_since,host_about,host_response_time,host_is_superhost,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,property_type,room_type,bathrooms_text,amenities,calendar_updated,has_availability,calendar_last_scraped,last_review,license,instant_bookable,id,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
9139,18/09/2024,Nena Hostel Gesamtes 6-Bett-Zimmer inkl Bettw‚àö¬ßsche,"Complete 6-bedroom with 3 double bunk beds. Bed linen and internet included in the price. All rooms with private bathroom, separate toilet equipped. All beds are equipped with reading lamp, socket and lockable locker. Towels and lock for a fee.<br /><br />Breakfast can be ordered on site for 7,50 EUR per day.","Only a 10-minute walk to the nearest subway station, which takes you to Alexanderplatz and Kurf‚àö¬∫rstendamm in about 20 minutes without changing trains.",https://a0.muscache.com/pictures/miso/Hosting-690339456370545424/original/e4acfc34-c554-4b9a-a5e5-77fc7da577ec.jpeg,Nena Hostel Berlin,04/08/2022,"Unser neues Nena Hostel Berlin hat im Mai 2022 Jahres T‚àö¬∫r & Tor f‚àö¬∫r euch ge‚àö‚àÇffnet. Das Hostel befindet sich im
n‚àö‚àÇrdlichen Zentrum, in Mitte - Wedding. Somit seid ihr
genau richtig, um ins Berlin Feeling zu kommen. Die Anbindung mit der U-Bahn bringt
euch direkt ins Zentrum Ost zum Alexanderplatz oder ins
Zentrum West zum Kurf‚àö¬∫rstendamm.
‚àö√∫brigens: hat das britische Time out Magazine den
Wedding 2019 zum viertcoolsten Kiez der Welt gek‚àö¬∫rt.",within an hour,f,"['email', 'phone', 'work_email']",t,t,"Berlin, Germany",Shared room in hostel,Shared room,1 shared bath,"[""Dining table"", ""Elevator"", ""Outdoor dining area"", ""Luggage dropoff allowed"", ""Iron"", ""Heating"", ""Building staff"", ""Hot water kettle"", ""Shared patio or balcony"", ""First aid kit"", ""Free street parking"", ""Bed linens"", ""Clothing storage"", ""Fire extinguisher"", ""Hair dryer"", ""Hot water"", ""Smoke alarm"", ""Self check-in"", ""Toaster"", ""Microwave"", ""Room-darkening shades"", ""Wifi"", ""Shared backyard""]",20/05/2019,t,18/09/2024,08/08/2024,"Legal entity name and Legal form: Nena Hostel Berlin Mitte <br/>Legal representatives or Trade register number: Florian Wichelmann <br/> Entity address: Mittelstra‚àö√ºe 9, 12529 , Sch‚àö‚àÇnefeld, Deutschland <br/>Listing address: Provinzstra‚àö√ºe 16, 13409 , Berlin, Deutschland",t,6.9e+17,1.0,0.99,7.0,9.0,6.0,1.0,1.0,1.7,242.0,1.0,90.0,25.0,52,346,77.0,3.7,0.0,4.38,4.9,4.38,4.9,4.9,4.8,4.32,0.5
9146,18/09/2024,"Nena Hostel Berlin ""Bett im 3-Bett-Zimmer""","One single bed in the 3 bed room with 3 single beds. Bed linen and internet included in the price. <br />All rooms with private bathroom, separate toilet equipped. <br />All beds are equipped with reading lamp, socket and lockable locker. Towels and lock for a fee.<br /><br />Breakfast can be ordered for EUR 7.50 per day on site.","Only a 10-minute walk to the nearest subway station, which takes you to Alexanderplatz and Kurf‚àö¬∫rstendamm in about 20 minutes without changing trains.",https://a0.muscache.com/pictures/miso/Hosting-693980851412756616/original/25ce927e-d2f0-4158-a93b-570be025577c.jpeg,Nena Hostel Berlin,04/08/2022,"Unser neues Nena Hostel Berlin hat im Mai 2022 Jahres T‚àö¬∫r & Tor f‚àö¬∫r euch ge‚àö‚àÇffnet. Das Hostel befindet sich im
n‚àö‚àÇrdlichen Zentrum, in Mitte - Wedding. Somit seid ihr
genau richtig, um ins Berlin Feeling zu kommen. Die Anbindung mit der U-Bahn bringt
euch direkt ins Zentrum Ost zum Alexanderplatz oder ins
Zentrum West zum Kurf‚àö¬∫rstendamm.
‚àö√∫brigens: hat das britische Time out Magazine den
Wedding 2019 zum viertcoolsten Kiez der Welt gek‚àö¬∫rt.",within an hour,f,"['email', 'phone', 'work_email']",t,t,"Berlin, Germany",Shared room in hostel,Shared room,1 shared bath,"[""Elevator"", ""Outdoor dining area"", ""Luggage dropoff allowed"", ""Iron"", ""Long term stays allowed"", ""Building staff"", ""Coffee maker"", ""Hot water kettle"", ""Shared patio or balcony"", ""First aid kit"", ""Free street parking"", ""Bed linens"", ""Clothing storage"", ""Fire extinguisher"", ""Hair dryer"", ""Hot water"", ""Smoke alarm"", ""Self check-in"", ""Toaster"", ""Microwave"", ""Room-darkening shades"", ""Central heating"", ""Wifi"", ""Shared backyard""]",20/05/2019,t,18/09/2024,28/08/2024,"Legal entity name and Legal form: Nena Hostel Provinzstra‚àö√ºe 16 GmbH <br/>Legal representatives or Trade register number: Florian Wichelmann <br/> Entity address: Mittelstra‚àö√ºe 9, 12529, Sch‚àö‚àÇnefeld, Deutschland <br/>Listing address: Provinzstra‚àö√ºe 16, 13049, Berlin, Deutschland",t,6.94e+17,1.0,0.99,7.0,9.0,1.0,1.0,1.0,3.0,52.0,1.0,90.0,12.0,37,298,30.0,8.0,2.0,4.5,4.9,4.57,4.67,4.9,4.8,4.2,1.19
9155,18/09/2024,"Nena Hostel Berlin ""4-Bett-Zimmer"" inkl Bettw‚àö¬ßsche","Complete  4-bed room with 2 double bunk beds. Bed linen and internet included in the price. All rooms with private bathroom, separate toilet equipped. All beds are equipped with reading lamp, socket and lockable locker. Towels and lock for a fee. for your stay.<br />Breakfast can be ordered on site for 7,50 EUR per day.","Only a 10-minute walk to the nearest subway station, which takes you to Alexanderplatz and Kurf‚àö¬∫rstendamm in about 20 minutes without changing trains.",https://a0.muscache.com/pictures/miso/Hosting-691718175147244068/original/76408b3f-7d84-4119-ab96-aba2bb0631c5.jpeg,Nena Hostel Berlin,04/08/2022,"Unser neues Nena Hostel Berlin hat im Mai 2022 Jahres T‚àö¬∫r & Tor f‚àö¬∫r euch ge‚àö‚àÇffnet. Das Hostel befindet sich im
n‚àö‚àÇrdlichen Zentrum, in Mitte - Wedding. Somit seid ihr
genau richtig, um ins Berlin Feeling zu kommen. Die Anbindung mit der U-Bahn bringt
euch direkt ins Zentrum Ost zum Alexanderplatz oder ins
Zentrum West zum Kurf‚àö¬∫rstendamm.
‚àö√∫brigens: hat das britische Time out Magazine den
Wedding 2019 zum viertcoolsten Kiez der Welt gek‚àö¬∫rt.",within an hour,f,"['email', 'phone', 'work_email']",t,t,"Berlin, Germany",Shared room in hostel,Shared room,1 shared bath,"[""Dining table"", ""Elevator"", ""Outdoor dining area"", ""Iron"", ""Heating"", ""Building staff"", ""Carbon monoxide alarm"", ""High chair"", ""Hot water kettle"", ""Shared patio or balcony"", ""First aid kit"", ""Free street parking"", ""Bed linens"", ""Clothing storage"", ""Fire extinguisher"", ""Hair dryer"", ""Hot water"", ""Smoke alarm"", ""Self check-in"", ""Toaster"", ""Microwave"", ""Wifi"", ""Shared backyard""]",20/05/2019,t,18/09/2024,25/08/2024,"Legal entity name and Legal form: Nena Hostel Berlin <br/>Legal representatives or Trade register number: Florian Wichelmann <br/> Entity address: Mittelstra‚àö√ºe 9, 12529, Sch‚àö‚àÇnefeld, Deutschland <br/>Listing address: Provinzstra‚àö√ºe 16, 13409, Berlin, Deutschland",t,6.92e+17,1.0,0.99,7.0,9.0,4.0,1.0,1.0,1.7,191.0,1.0,90.0,21.0,44,327,34.0,10.0,1.0,4.41,4.65,4.8,4.82,4.71,4.8,4.59,1.38
9335,18/09/2024,Sunny room near Olympiastadion,"Ideal location if you love nature but also want to be in the center of town within 20 minutes.<br /><br />Within walking distance is the Olympiastadion, Waldb‚àö¬∫hne, Grunewald, Former NSA spy station, Teufelssee lake and public transport connections every 10 minutes.","International environment with cafes, restaurants, parks and shopping. In the middle of the lively, colorful and highly interesting district of Neuk‚àö‚àÇlln. Very close to the former Tempelhof airport (""Berliner Luftbr‚àö¬∫cke""),  now a park area. Have you ever run on a runway?",https://a0.muscache.com/pictures/miso/Hosting-713454482560400320/original/c0162a45-a110-44c4-af92-8de31d1c8c11.jpeg,Marc,15/06/2022,"artist, entrepreneur, musician, open, love sharing and good food. ",within a day,f,['phone'],f,t,"Berlin, Germany",Shared room in rental unit,Shared room,1 shared bath,"[""Wifi""]",20/05/2019,t,18/09/2024,30/06/2024,84/64/223195/8737,f,7.13e+17,1.0,0.88,1.0,1.0,2.0,1.0,1.0,2.0,150.0,1.0,365.0,26.0,56,361,3.0,3.0,0.0,4.67,4.9,4.8,4.67,5.0,4.67,4.33,1.01
9350,18/09/2024,"Nena Hostel Berlin""Bett im Ladies - 6-Bett-Zimmer""","Women only:<br />bed in 6-bed room in women - dorm.  The 6-bed room is equipped with 3 bunk beds. Bed linen and internet are included in the price. All rooms with private bathroom, separate toilet. All beds are provided with reading lamp, outlet and lockable locker. Towels and lock for a fee.<br />Breakfast can be ordered for 7.50 EUR on site.nte accommodation creates a trendy backdrop for your stay.","The quiet residential area Wei‚àö√ºensee extends around the lake of the same name, which attracts numerous bathers in summer with the Wei‚àö√ºensee lido. The Brecht House, where film screenings and literary events take place, and the Milchh‚àö¬ßuschen, a caf‚àö¬© from GDR times, are located directly on the lake.<br /><br />The apartment is located in an apartment building in Berlin-Wei‚àö√ºensee that was completely renovated in 2022. It is located in the center of Wei‚àö√ºensee, near Antonplatz.<br /><br />The main traffic axis in Wei‚àö√ºensee is the Berliner Allee. From here you can quickly get to the Berliner Ring. Roelckestrasse runs parallel to this.<br /><br />Various shops are within walking distance (EDEKA, organic market, Rossmann and other shops for everyday needs). The weekly market on Antonplatz invites you to stroll and linger.<br /><br />A variety of great restaurants such as the Moon Cuisine Wei‚àö√ºensee (Asian cuisine), Fellini Pizza (pizzeria) or the PastaShop (homemade pasta) complete the culinary ",https://a0.muscache.com/pictures/miso/Hosting-686106267371586136/original/7d7f7f25-6f4e-4a8c-8c39-ad2feb80cd97.jpeg,Nena Hostel Berlin,04/08/2022,"Unser neues Nena Hostel Berlin hat im Mai 2022 Jahres T‚àö¬∫r & Tor f‚àö¬∫r euch ge‚àö‚àÇffnet. Das Hostel befindet sich im
n‚àö‚àÇrdlichen Zentrum, in Mitte - Wedding. Somit seid ihr
genau richtig, um ins Berlin Feeling zu kommen. Die Anbindung mit der U-Bahn bringt
euch direkt ins Zentrum Ost zum Alexanderplatz oder ins
Zentrum West zum Kurf‚àö¬∫rstendamm.
‚àö√∫brigens: hat das britische Time out Magazine den
Wedding 2019 zum viertcoolsten Kiez der Welt gek‚àö¬∫rt.",within an hour,f,"['email', 'phone', 'work_email']",t,t,"Berlin, Germany",Shared room in hostel,Shared room,1 shared bath,"[""Dining table"", ""Elevator"", ""Outdoor dining area"", ""Luggage dropoff allowed"", ""Iron"", ""Long term stays allowed"", ""Heating"", ""Building staff"", ""Coffee maker"", ""Hot water kettle"", ""Shared patio or balcony"", ""First aid kit"", ""Free street parking"", ""Bed linens"", ""Clothing storage"", ""Fire extinguisher"", ""Hair dryer"", ""Hot water"", ""Smoke alarm"", ""Self check-in"", ""Microwave"", ""Room-darkening shades"", ""Wifi"", ""Backyard""]",20/05/2019,t,18/09/2024,18/08/2024,"Legal entity name and Legal form: Nena Hostel Provinzstra‚àö√ºe 16 GmbH <br/>Legal representatives or Trade register number: 16280 CB (Amtsgericht Cottbus) <br/> Entity address: Mittelstra‚àö√ºe 9, 12529, Sch‚àö‚àÇnefeld, Deutschland <br/>Listing address: Provinzstra‚àö√ºe 16, 13409, Berlin, Deutschland",t,7.16e+17,1.0,0.99,7.0,9.0,1.0,1.0,1.0,1.7,40.0,1.0,365.0,22.0,51,356,33.0,23.0,0.0,4.36,4.9,4.8,4.79,4.64,4.8,4.48,1.39
9559,18/09/2024,Bett in Berlin Zentrum mit Fr‚àö¬∫hst‚àö¬∫ck im Hostel,A stylish and cozy hostel in a historic setting.,Wide - Westhafen view,https://a0.muscache.com/pictures/miso/Hosting-760615154091943869/original/e390808b-f8c6-4734-bf99-377b84ce902a.jpeg,Grand Hostel Berlin,19/07/2019,"Berlin-based PhD student, have lived in London, Madison, Prague, and Olympia previously. I love photography, cycling, and traveling.",within an hour,f,"['email', 'phone']",t,t,"Berlin, Germany",Shared room in hostel,Shared room,1 shared bath,"[""Dryer"", ""Crib"", ""Dedicated workspace"", ""Pack \u2019n play/Travel crib"", ""Outdoor dining area"", ""Luggage dropoff allowed"", ""Iron"", ""Heating"", ""Building staff"", ""Coffee maker"", ""First aid kit"", ""Washer"", ""Free street parking"", ""Fire extinguisher"", ""Hair dryer"", ""Hot water"", ""Smoke alarm"", ""Self check-in"", ""Hangers"", ""Wifi""]",20/05/2019,t,18/09/2024,25/05/2024,"Legal entity name and Legal form: Die Gastmannschaft GmbH <br/>Legal representatives or Trade register number: 87348  <br/> Entity address: Tempelhofer Ufer 14, 10963, Berlin, Deutschland <br/>Listing address: Tempelhofer Ufer 14, 10963, Berlin, Deutschland",t,7.61e+17,1.0,0.99,1.8,2.6,4.0,1.0,1.0,1.7,27.0,1.0,1125.0,12.0,40,343,17.0,6.0,0.0,4.71,4.76,4.65,4.88,4.88,4.71,4.71,0.77
9582,18/09/2024,Bett im 4-Bett Zimmer mit Fr‚àö¬∫hst‚àö¬∫ck Berlin Zentrum,Enjoy the trendy ambience of this chic retreat.,"This furnished apartment is located in Mitte, Berlin's first and most central district. The area is incredibly rich in history, with many of the city's museums and tourist sites located within the neighborhood. Bustling Mitte is one of the city's key business districts, and there is a diverse restaurant scene with options at all price points. You can splash out at a high-end restaurant like Schnitzelei Mitte, or head to trendy Hackescher Markt, where cafes and shops are located within a series of labyrinthine courtyards. Mitte is also wonderful for sightseeing: the Brandenburg Gate and Museum Island are both located within the neighborhood. Other highlights include the famous Checkpoint Charlie, Tiergarten Park and the Berlin Zoo. There‚Äö√Ñ√¥s also the historic Tiergarten, one of Germany‚Äö√Ñ√¥s largest public parks and the perfect place for a dose of nature. Another point of interest is Moabit, formerly an important border between East and West Berlin. Berlin's central train station is located i",https://a0.muscache.com/pictures/91396a79-121b-4ed2-938e-da36ac5ccf61.jpg,Grand Hostel Berlin Urban,08/01/2020,"Die Unterkunft im trendigen ‚Äö√Ñ√ªKreuzk‚àö‚àÇlln‚Äö√Ñ√∫
Wenn Du Berlin aus lokaler Perspektive kennenlernen willst, ist dies der richtige Ort f‚àö¬∫r Dich! Erlebe die alternative Berliner Atmosph‚àö¬ßre in unserer tollen Lage direkt am Hermannplatz!
",within an hour,f,"['email', 'phone']",t,t,"Berlin, Germany",Shared room in hostel,Shared room,1 shared bath,"[""Dryer"", ""Outdoor dining area"", ""Iron"", ""Heating"", ""Building staff"", ""Coffee maker"", ""Breakfast"", ""Exterior security cameras on property"", ""Washer"", ""Outdoor furniture"", ""Dishes and silverware"", ""Fire extinguisher"", ""Hair dryer"", ""Smoke alarm"", ""Self check-in"", ""Air conditioning"", ""Hangers"", ""Wifi"", ""Backyard""]",20/05/2019,t,18/09/2024,01/11/2023,"Legal entity name and Legal form: Die Gastmannschaft GmbH <br/>Legal representatives or Trade register number: HRB 87348 <br/> Entity address: Tempelhofer Ufer 14, 10963, Berlin, Deutschland <br/>Listing address: Sonnenallee 6, 12047, Berlin, Deutschland",t,7.63e+17,1.0,0.99,1.8,2.6,4.0,1.0,1.0,1.7,28.0,1.0,1125.0,15.0,43,345,1.0,1.0,0.0,5.0,4.9,4.8,5.0,5.0,5.0,4.8,0.09
9602,18/09/2024,Bett im Hostel in Berlin Zentrum mit Fr‚àö¬∫hst‚àö¬∫ck,Enjoy easy access to everything from this perfectly located home base.,"Parks<br /><br />- Right around the corner is Lessingh‚àö‚àÇhe Park with 2 playgrounds for children. <br />- 6 min walk to K‚àö‚àÇrnerpark, which makes you feel like you in Paris more than Berlin.<br />- 15 min walk to Tempelhofer Feld, an old city airpot landing strip turned into a park and playground to practice any sport with wheels with a great sensation of freedom and/or bring your BBQ.<br />- 15-20min walk to Hasenheide, another huge park with outdoor cinemas, a zoo and children's playgrounds. <br />- A public swimming pool is located between Tempelhofer and Hasenheide (only open during Spring and Summer). <br /><br />Restaurants, markets and more.... <br /><br />- 5 min walk to a giant supermarket (Rewe)<br />- 5 min walk to a Biomarkt <br />- 10 min walk to Schillerkiez, with tons of tasty restaurants for all price ranges as well as a local market on the weekends with fresh vegetables, meat, cheese and more. There is also a city-famous bakery called Gorillaz that provides bread to a lot ",https://a0.muscache.com/pictures/5681647a-3d4e-4b47-8677-4547376ce409.jpg,Grand Hostel Berlin,19/07/2019,"Born in Salta, Argentina, on and off in Berlin. Fascinated by all things digital. Easy going, don't like drama, play guitar.  ",within an hour,f,"['email', 'phone']",t,t,"Berlin, Germany",Shared room in hostel,Shared room,1 shared bath,"[""Dryer"", ""Bed linens"", ""Breakfast"", ""Hangers"", ""Dishes and silverware"", ""Washer"", ""Outdoor furniture"", ""Free street parking"", ""Fire extinguisher"", ""Outdoor dining area"", ""Hair dryer"", ""Iron"", ""Heating"", ""Building staff"", ""Wifi"", ""Smoke alarm"", ""Coffee maker"", ""Self check-in""]",20/05/2019,t,18/09/2024,16/10/2023,"Legal entity name and Legal form: Die Gastmannschaft GmbH <br/>Legal representatives or Trade register number: HRB 87348 <br/> Entity address: Tempelhofer Ufer 14, 10963, Ber‚àö‚àÇom, Deutschland <br/>Listing address: Tempelhofer Ufer 14, 10963, Berlin, Deutschland",t,7.64e+17,1.0,0.99,1.8,2.6,6.0,1.0,1.0,1.7,34.0,1.0,1125.0,20.0,48,351,8.0,5.0,0.0,4.8,4.9,4.75,4.63,4.63,4.5,4.8,0.46
9605,18/09/2024,Bett in Berlin Zentrum im Hostel mit Fr‚àö¬∫hst‚àö¬∫ck,Enjoy a stylish experience at this centrally-located place.,"The apartment is in the heart of Prenzlauer Berg. Right next to Pappelallee which is a street with lovely cafes, bars and restaurants. Grocery stores are also just around the corner. 5 min away, there is a wonderful shopping center (the Sch‚àö‚àÇnhauser Allee Arcade).<br /><br />Attractions close to the apartment worth visiting:<br />- Mauer Park (15 min walking)<br />- Kulturbrauerei (15 min walking)<br />- Museum Island (15 min by car)<br />- Alexanderplatz (10 min by car)<br />- TV Tower (10 min by car)",https://a0.muscache.com/pictures/0798d660-24a9-4e73-a3ec-42e185d24afe.jpg,Grand Hostel Berlin,19/07/2019,I love traveling and meeting new people. Getting lost in foreign cities and exploring different cultures is a big hobby of mine. I'm looking forward to host you and Berlin ,within an hour,f,"['email', 'phone']",t,t,"Berlin, Prenzlauer Berg, Germany",Shared room in hostel,Shared room,1 shared bath,"[""Dryer"", ""Breakfast"", ""Hangers"", ""Dishes and silverware"", ""Washer"", ""Outdoor furniture"", ""Free street parking"", ""Fire extinguisher"", ""Outdoor dining area"", ""Hair dryer"", ""Iron"", ""Heating"", ""Building staff"", ""Wifi"", ""Smoke alarm"", ""Coffee maker"", ""Self check-in""]",20/05/2019,t,18/09/2024,07/07/2024,"Legal entity name and Legal form: Die Gastmannschaft GmbH <br/>Legal representatives or Trade register number: HRB 87348 <br/> Entity address: Tempelhofer Ufer 14, 10963, Berlin, Deutschland <br/>Listing address: Tempelhofer Ufer 14, 10963, Berlin, Deutschland",t,7.65e+17,1.0,0.99,1.8,2.6,2.7,1.0,1.0,1.7,34.0,1.0,1125.0,14.0,32,333,3.0,3.0,0.0,5.0,5.0,4.67,5.0,5.0,4.8,5.0,0.25
9607,18/09/2024,Bett in Berlin Zentrum im Hostel,"Room in the middle of Neuk‚àö‚àÇlln, 5 min walk to U&S Bahn ‚Äö√Ñ√ªHermannstr‚Äö√Ñ√∫.<br />You‚Äö√Ñ√≤ll live with one person, w(26), most of the time not at home. <br />So you‚Äö√Ñ√≤ll have the flat during the day for your own.<br />Wifi is perfect, in case you want to work from home.","The apartment is in the heart of Prenzlauer Berg. Right next to Pappelallee which is a street with lovely cafes, bars and restaurants. Grocery stores are also just around the corner. 5 min away, there is a wonderful shopping center (the Sch‚àö‚àÇnhauser Allee Arcade).<br /><br />Attractions close to the apartment worth visiting:<br />- Mauer Park (15 min walking)<br />- Kulturbrauerei (15 min walking)<br />- Museum Island (15 min by car)<br />- Alexanderplatz (10 min by car)<br />- TV Tower (10 min by car)",https://a0.muscache.com/pictures/miso/Hosting-760615154091943869/original/e390808b-f8c6-4734-bf99-377b84ce902a.jpeg,Grand Hostel Berlin,19/07/2019,I love traveling and meeting new people. Getting lost in foreign cities and exploring different cultures is a big hobby of mine. I'm looking forward to host you and Berlin ,within an hour,f,"['email', 'phone']",t,t,"Berlin, Prenzlauer Berg, Germany",Shared room in hostel,Shared room,1 shared bath,[],20/05/2019,t,18/09/2024,08/08/2024,"First name and Last name: Alina P <br/> Contact address: Emserstr , 12051, Berlin, Germany <br/>Listing address: Emserstr, 12051, Berlin, Germany",t,7.65e+17,1.0,0.99,1.8,2.6,4.0,1.0,1.0,1.7,29.0,1.0,1125.0,12.0,40,343,36.0,18.0,0.0,4.5,4.64,4.53,4.81,4.78,4.75,4.58,1.65
9639,18/09/2024,Bett im Hostel mit Fr‚àö¬∫hst‚àö¬∫ck Berlin Zentrum,Enjoy easy access to everything from this perfectly located accommodation.,"Hip cafes, restaurants & bars, many beautiful small retail shops (fashion, crafts, vintage, etc.), organic market directly., Galleries, Cinemas, Clubs‚Äö√Ñ¬∂",https://a0.muscache.com/pictures/1d493f85-1411-4fd2-aa3f-2445ee65b14d.jpg,Grand Hostel Berlin Urban,08/01/2020,"Die Unterkunft im trendigen ‚Äö√Ñ√ªKreuzk‚àö‚àÇlln‚Äö√Ñ√∫
Wenn Du Berlin aus lokaler Perspektive kennenlernen willst, ist dies der richtige Ort f‚àö¬∫r Dich! Erlebe die alternative Berliner Atmosph‚àö¬ßre in unserer tollen Lage direkt am Hermannplatz!
",within an hour,f,"['email', 'phone']",t,t,"Berlin, Germany",Shared room in hostel,Shared room,1.5 shared baths,"[""Dryer"", ""Hangers"", ""Washer"", ""Outdoor furniture"", ""Fire extinguisher"", ""Outdoor dining area"", ""Hair dryer"", ""Iron"", ""Heating"", ""Self check-in"", ""Cleaning available during stay"", ""Building staff"", ""Wifi"", ""Smoke alarm"", ""Backyard"", ""Essentials"", ""Air conditioning""]",20/05/2019,t,18/09/2024,30/11/2022,"Legal entity name and Legal form: Die Gastmannschaft GmbH <br/>Legal representatives or Trade register number: HRB 87348 <br/> Entity address: Tempelhofer Ufer 14, 10963, Berlin, Deutschland <br/>Listing address: Sonnenallee 6, 12047, Berlin, Deutschland",t,7.68e+17,1.0,0.99,1.8,2.6,2.7,1.5,1.0,1.7,28.0,1.0,1125.0,15.0,44,347,1.0,0.0,0.0,4.8,5.0,4.8,5.0,4.9,5.0,5.0,0.05
9653,18/09/2024,Bed 1 - Cosy room in Hauptbahnhof heart of Berlin,"This place is incredibly accessible, just 300Mts from the central station (Hauptbahnhof) full of activities around and lots of public transports.<br /><br />For your vacation or business trip you can be 100% sure you‚Äö√Ñ√¥ll be in an amazing spot.<br /><br />Shared room with two beds and space for <br />chilling or work.<br /><br />ALERT!Ô£ø√º√∂¬Æ <br /><br />SPECIAL PRICE FOR  LONGER BOOKINGS!! <br /><br />Contact me for more info Ô£ø√º√¥√•Ô£ø√º√®¬∫","Mauerpark is a 3 minute walk away. There is a large flea market every Sunday. Just around the corner is Arkonaplatz. You can find a small market here on Fridays. This is also a very nice meeting place to start the weekend with a drink. It also has a flea market on Sundays.<br />Oderberger Stra‚àö√ºe and Kastanienallee with its many cafes, restaurants and shops are also just around the corner.<br />It's also just a 10-minute walk to Kulturbrauerei.<br />It takes 15 minutes by train (directly) to get to Central Station and Alexanderplatz. The FEX (airport express) takes you from the health fountain to the airport in 30 minutes.<br />The U2, about a 10-minute walk on Eberswalder Stra‚àö√ºe, brings you directly to the zoo, a nice trip with your family.<br />The wall strip starts right behind the building and takes you about a 15-minute walk to the Berlin Wall Memorial.",https://a0.muscache.com/pictures/miso/Hosting-777910036659949560/original/5c250b9b-06a4-45aa-aad8-687a3a0fead2.jpeg,Thiago,06/09/2020,"Hello, I‚Äö√Ñ√¥m Thiago Brazilian/Portuguese living in Berlin since 2016.

Will be a pleasure to give you amazing tips for your vacation, business trip or starting a new life in this amazing vibrant city.

Here you‚Äö√Ñ√¥ll have a very cozy welcome, and probably I‚Äö√Ñ√¥ll cook for you some nice and delicious South American food.

Any question, fell free to message me :)",within a few hours,t,['phone'],t,t,"Berlin, Germany",Shared room in rental unit,Shared room,1 shared bath,"[""Dedicated workspace"", ""First aid kit"", ""Washer"", ""Hair dryer"", ""Heating"", ""Wifi"", ""Smoke alarm"", ""Essentials"", ""Kitchen""]",20/05/2019,t,18/09/2024,08/09/2024,"First name and Last name: Thiago Clecar <br/> Contact address: Mitte 10557, 10557, Berlin, Alemanha  <br/>Listing address: Mitte 10557, 10557, Berlin, Alemanha ",f,7.78e+17,1.0,0.97,3.0,3.0,1.0,1.0,1.0,2.0,39.0,3.0,1125.0,12.0,41,71,61.0,3.7,0.3,4.8,4.87,4.69,4.87,4.89,4.87,4.69,0.5
